"","GENN.freq","GNN.SigProp.freq"
"NLRC3__Kynurenic.acid",1,0
"NLRC5__malic.acid",1,0
"NME1__porphobilinogen",2,0
"NME6__caffeine",1,0
"NMNAT1__guanine",1,0
"NMRAL1__citric.acid",1,0
"NMU__fumaric.acid",2,0
"NMU__guanine",1,0
"NMU__malic.acid",1,0
"NMU__succinate",2,0
"NNAT__porphobilinogen",1,0
"NOC2L__citric.acid",1,0
"NODAL__porphobilinogen",1,0
"NOP14__guanine",1,0
"NOP14.AS1__porphobilinogen",1,0
"NOP16__X.p.Hydroxyphenyl.lactic.acid",1,0
"NOP2__sn.Glycerol.3.phosphate",2,0
"NOP58__porphobilinogen",1,0
"NOS1__cysteine",1,0
"NOVA2__creatinine",2,0
"NOX1__phosphoenolpyruvate",1,0
"NOX4__X2..deoxyuridine.5..triphosphate",0,1
"NPEPPS__porphobilinogen",1,0
"NPFF__Kynurenic.acid",1,0
"NPIPB11__L.alpha.glycerophosphorylcholine",2,0
"NPIPB15__L.alpha.glycerophosphorylcholine",1,0
"NPIPB15__sn.Glycerol.3.phosphate",13,0
"NPPB__caffeine",3,0
"NPTN.IT1__gamma.L.glutamyl.L.glutamine",1,0
"NPTX1__porphobilinogen",2,0
"NPY__DL.cystathionine",3,0
"NPY__guanosine",1,0
"NPY6R__porphobilinogen",1,0
"NQO1__X.p.Hydroxyphenyl.lactic.acid",3,0
"NR0B1__porphobilinogen",2,0
"NR1H4__porphobilinogen",1,0
"NR1I2__porphobilinogen",1,0
"NR1I3__N.5...aminocarbonyl..L.ornithine",1,0
"NR2E1__porphobilinogen",1,0
"NR2E3__N.acetylneuraminic.acid",0,2
"NR2F1__N.5...aminocarbonyl..L.ornithine",1,0
"NR2F2__X.p.Hydroxyphenyl.lactic.acid",2,0
"NR3C2__gamma.glu.cys",1,0
"NR4A1__succinate",1,0
"NR5A1__L.alpha.glycerophosphorylcholine",1,0
"NR5A1__sn.Glycerol.3.phosphate",2,0
"NRBP1__L.alpha.glycerophosphorylcholine",1,0
"NRDE2__citric.acid",1,0
"NRF1__L.alpha.glycerophosphorylcholine",1,0
"NRG4__porphobilinogen",6,0
"NRXN2__porphobilinogen",4,0
"NT5C3A__porphobilinogen",1,0
"NT5C3B__creatinine",8,0
"NT5C3B__phosphoenolpyruvate",1,0
"NT5C3B__succinate",1,0
"NT5DC3__uracil",1,0
"NT5E__uracil",1,0
"NTMT1__creatinine",1,0
"NTN3__Kynurenic.acid",8,0
"NTNG1__tetradecanoic.acid",1,0
"NTNG2__methionine",1,0
"NTNG2__taurine",1,0
"NTNG2__tyramine",1,0
"NTSR1__hypoxanthine",7,0
"NUAK1__gamma.glu.cys",1,0
"NUCKS1__succinate",1,0
"NUDCD2__porphobilinogen",1,0
"NUDT15__porphobilinogen",1,0
"NUDT15__tetradecanoic.acid",1,0
"NUDT4P1__creatinine",1,0
"NUMBL__L.alpha.glycerophosphorylcholine",1,0
"NUP153__L.alpha.glycerophosphorylcholine",1,0
"NUP50.AS1__porphobilinogen",1,0
"NUS1P3__uracil",1,0
"NXPE4__tetradecanoic.acid",0,2
"NXPH3__Kynurenic.acid",1,0
"NXT2__porphobilinogen",4,0
"OARD1__porphobilinogen",2,0
"OAS1__S.adenosyl.l.homocysteine",1,0
"OAS3__citric.acid",0,1
"OAS3__D.allose",1,0
"OAS3__fumaric.acid",2,0
"OAS3__taurine",1,0
"OAS3__tyramine",1,0
"OAS3__valine",1,0
"OAS3__X4.Guanidinobutanoic.acid",1,0
"OCRL__X.4271",0,2
"ODF3__porphobilinogen",1,0
"OGFOD3__n.dodecanoate",17,0
"OGFR__cysteine",1,0
"OGFR__guanine",1,0
"OGG1__porphobilinogen",4,0
"OIT3__porphobilinogen",1,0
"OLFML1__L.alpha.glycerophosphorylcholine",3,0
"OLFML2B__porphobilinogen",1,0
"OLIG1__X2..deoxyuridine.5..triphosphate",0,1
"OMP__quinolinic.acid",1,0
"OPA1__adenine",1,0
"OPA1__asparagine",2,0
"OPA1__beta.alanine",1,0
"OPA1__guanosine",1,0
"OPA1__guanosine.5...monophosphate",2,0
"OPA1__hypotaurine",1,0
"OPA1__leucine",1,0
"OPA1__methionine",1,0
"OPA1__n.hexadecanoic.acid",4,0
"OPA1__serine",2,0
"OPA1__taurine",1,0
"OPA1__trans.4.hydroxyproline",1,0
"OPA1__valine",1,0
"OPHN1__porphobilinogen",6,0
"OPRD1__tyrosine",1,0
"OPTN__X.4238",0,1
"OR10H1__inosine",1,0
"OR10H1__uracil",1,0
"OR10H3__citric.acid",1,0
"OR10H3__Kynurenic.acid",1,0
"OR1D2__porphobilinogen",1,0
"OR1E1__porphobilinogen",1,0
"OR1F1__porphobilinogen",1,0
"OR2B2__inositol.1.phosphate",1,0
"OR2B2__leucine",1,0
"OR2B2__uracil",1,0
"OR2C1__porphobilinogen",1,0
"OR2F2__gamma.glu.cys",1,0
"OR2F2__guanosine",1,0
"OR2S2__gamma.glu.cys",2,0
"OR2W1__adenine",1,0
"OR2W1__anthranilic.acid",1,0
"OR2W1__beta.alanine",1,0
"OR2W1__inositol.1.phosphate",1,0
"OR2W1__leucine",3,0
"OR2W1__methionine",3,0
"OR2W1__n.hexadecanoic.acid",1,0
"OR2W1__Spermidine",3,0
"OR2W1__tyramine",2,0
"OR2W1__tyrosine",3,0
"OR51E1__X2..deoxyuridine.5..triphosphate",0,1
"OR52D1__porphobilinogen",1,0
"OR6A2__guanosine",1,0
"OR7C1__porphobilinogen",7,0
"OR7E12P__porphobilinogen",2,0
"OR7E14P__porphobilinogen",1,0
"OR7E47P__porphobilinogen",4,0
"ORC3__X.3363",0,1
"ORMDL1__guanine",1,0
"ORMDL1__porphobilinogen",10,0
"OS9__X.4238",0,1
"OSBPL5__L.alpha.glycerophosphorylcholine",2,0
"OSER1__guanosine",1,0
"OTOF__phenylalanine",1,0
"OTOS__porphobilinogen",2,0
"OVGP1__gamma.glu.cys",1,0
"OVOL1.AS1__porphobilinogen",1,0
"OVOL2__guanosine",1,0
"OXA1L__guanine",1,0
"OXLD1__tyrosine",1,0
"OXTR__inosine",1,0
"P2RX6__guanine",1,0
"P2RX6__Kynurenic.acid",1,0
"P2RY10__L.alpha.glycerophosphorylcholine",1,0
"P2RY11__hypoxanthine",4,0
"P2RY4__quinolinic.acid",1,0
"P3H4__inositol.1.phosphate",1,0
"P4HA1__gamma.L.glutamyl.L.glutamine",1,0
"P4HA1__porphobilinogen",1,0
"P4HA2__L.alpha.glycerophosphorylcholine",2,0
"PACS2__porphobilinogen",6,0
"PADI3__L.alpha.glycerophosphorylcholine",2,0
"PAF1__pyridoxal",12,0
"PAGE5__tetradecanoic.acid",1,0
"PAICS__adenine",2,0
"PAICS__asparagine",4,0
"PAICS__aspartate",1,0
"PAICS__beta.alanine",2,0
"PAICS__citric.acid",1,0
"PAICS__glyceraldehyde",3,0
"PAICS__glycerol",1,0
"PAICS__guanine",1,0
"PAICS__guanosine.5...monophosphate",2,0
"PAICS__hypotaurine",2,0
"PAICS__inositol.1.phosphate",2,0
"PAICS__L.alpha.glycerophosphorylcholine",4,0
"PAICS__leucine",9,0
"PAICS__methionine",8,0
"PAICS__n.hexadecanoic.acid",9,0
"PAICS__phenylalanine",4,0
"PAICS__serine",9,0
"PAICS__sn.Glycerol.3.phosphate",1,0
"PAICS__taurine",3,0
"PAICS__tetradecanoic.acid",3,0
"PAICS__trans.4.hydroxyproline",1,0
"PAICS__tyramine",3,0
"PAICS__tyrosine",2,0
"PAICS__valine",8,0
"PAICS__X.2.Aminoethyl.phosphonate",2,0
"PAICS__X2..deoxyadenosine.5..diphosphate",2,0
"PAICS__X4.Guanidinobutanoic.acid",1,0
"PAICS__xanthine",2,0
"PAIP1__creatinine",6,0
"PAIP1__porphobilinogen",3,0
"PAIP1__succinate",1,0
"PAIP1__X.4238",0,2
"PAK3__porphobilinogen",1,0
"PALLD__L.alpha.glycerophosphorylcholine",4,0
"PAMR1__porphobilinogen",1,0
"PAN3.AS1__porphobilinogen",6,0
"PANK2__tyrosine",1,0
"PAPD4__L.alpha.glycerophosphorylcholine",1,0
"PAPPA__porphobilinogen",10,0
"PAPPA2__porphobilinogen",2,0
"PAPSS2__S.adenosyl.l.homocysteine",1,0
"PAQR4__creatinine",2,0
"PAQR5__guanine",0,1
"PARD3.AS1__methionine",1,0
"PARD6A__porphobilinogen",17,0
"PARD6G.AS1__porphobilinogen",1,0
"PARM1__gamma.L.glutamyl.L.glutamine",1,0
"PARP3__beta.alanine",1,0
"PARP3__leucine",1,0
"PARP3__methionine",1,0
"PARP3__n.hexadecanoic.acid",1,0
"PARP3__phenylalanine",1,0
"PARP3__pyridoxal",2,0
"PARP3__serine",1,0
"PARP3__taurine",1,0
"PARP3__tyramine",1,0
"PARP3__tyrosine",1,0
"PARP3__valine",1,0
"PARP3__xanthine",1,0
"PARS2__porphobilinogen",9,0
"PARTICL__cysteine",1,0
"PARTICL__porphobilinogen",7,0
"PAX3__X.4238",0,3
"PAX3__X5.oxoproline",1,0
"PAX4__guanosine.5...monophosphate",1,0
"PAX7__porphobilinogen",1,0
"PAX7__sn.Glycerol.3.phosphate",1,0
"PAX8__porphobilinogen",1,0
"PAX8.AS1__L.alpha.glycerophosphorylcholine",3,0
"PAXBP1__L.alpha.glycerophosphorylcholine",2,0
"PAXBP1__X.4238",0,1
"PAXBP1.AS1__S.adenosyl.l.homocysteine",1,0
"PAXIP1.AS1__creatinine",5,0
"PBLD__sn.Glycerol.3.phosphate",2,0
"PBOV1__DL.cystathionine",5,0
"PBOV1__guanosine",1,0
"PBX1__inositol.1.phosphate",0,1
"PBX2__Spermidine",1,0
"PBX2__X.4238",0,2
"PC__porphobilinogen",1,0
"PCAT19__gamma.glu.cys",1,0
"PCAT4__cysteine",1,0
"PCDH1__porphobilinogen",1,0
"PCDH12__quinolinic.acid",1,0
"PCDH17__porphobilinogen",5,0
"PCDH9__guanine",1,0
"PCDH9__L.alpha.glycerophosphorylcholine",1,0
"PCDH9__sn.Glycerol.3.phosphate",8,0
"PCDHA.__guanosine",1,0
"PCDHB13__porphobilinogen",3,0
"PCDHB14__L.alpha.glycerophosphorylcholine",1,0
"PCDHB5__guanosine",1,0
"PCDHB6__tyrosine",1,0
"PCDHB7__L.alpha.glycerophosphorylcholine",3,0
"PCDHB7__porphobilinogen",1,0
"PCDHGB8P__X.p.Hydroxyphenyl.lactic.acid",1,0
"PCED1A__uracil",1,0
"PCF11__porphobilinogen",1,0
"PCGF3__guanine",1,0
"PCSK1__porphobilinogen",2,0
"PCSK2__gamma.glu.cys",1,0
"PCYT2__caffeine",2,0
"PCYT2__phenylalanine",1,0
"PCYT2__porphobilinogen",1,0
"PDCD1__porphobilinogen",6,0
"PDCD5__porphobilinogen",12,0
"PDE3A__porphobilinogen",9,0
"PDE6A__uracil",1,0
"PDE6D__X.4238",0,1
"PDE6H__phosphoenolpyruvate",1,0
"PDGFB__X.p.Hydroxyphenyl.lactic.acid",7,0
"PDGFRA__porphobilinogen",3,0
"PDGFRL__L.alpha.glycerophosphorylcholine",3,0
"PDIK1L__guanine",1,0
"PDZD3__uracil",1,0
"PDZD7__N.5...aminocarbonyl..L.ornithine",1,0
"PDZK1IP1__cysteine",1,0
"PDZRN4__porphobilinogen",1,0
"PELI2__sn.Glycerol.3.phosphate",1,0
"PEMT__sn.Glycerol.3.phosphate",6,0
"PEPD__cysteine",1,0
"PET100__X.4238",0,1
"PEX5L.AS2__glyceraldehyde",0,1
"PFDN1__uracil",1,0
"PFDN1__X.4238",0,1
"PFDN5__cysteine",1,0
"PFKFB1__gamma.glu.cys",1,0
"PFKFB2__succinate",1,0
"PFKFB3__Kynurenic.acid",1,0
"PFKFB3__tyrosine",1,0
"PGF__L.alpha.glycerophosphorylcholine",1,0
"PGK1__porphobilinogen",5,0
"PGK2__tetradecanoic.acid",1,0
"PGRMC1__inosine",1,0
"PGRMC1__porphobilinogen",1,0
"PGRMC2__hypoxanthine",1,0
"PHACTR1__citric.acid",0,1
"PHB2__sn.Glycerol.3.phosphate",1,0
"PHB2__X.p.Hydroxyphenyl.lactic.acid",1,0
"PHLDB2__porphobilinogen",1,0
"PHLPP2__porphobilinogen",10,0
"PHOSPHO1__porphobilinogen",1,0
"PHOX2A__porphobilinogen",7,0
"PHRF1__gamma.glu.cys",2,0
"PHTF1__X.4238",0,1
"PIAS1__X.p.Hydroxyphenyl.lactic.acid",3,0
"PIGK__L.alpha.glycerophosphorylcholine",1,0
"PIGK__porphobilinogen",1,0
"PIGP__L.alpha.glycerophosphorylcholine",1,0
"PIGS__L.alpha.glycerophosphorylcholine",2,0
"PIGU__porphobilinogen",3,0
"PIGV__hypoxanthine",11,0
"PIGV__porphobilinogen",6,0
"PIGV__uridine",2,0
"PIGZ__X.4238",0,1
"PIK3C2B__sn.Glycerol.3.phosphate",1,0
"PIK3C3__homogentisate",4,0
"PIK3IP1__L.alpha.glycerophosphorylcholine",4,0
"PIK3IP1.AS1__porphobilinogen",1,0
"PIK3R1__sn.Glycerol.3.phosphate",4,0
"PIK3R3__tyrosine",1,0
"PIK3R4__Kynurenic.acid",1,0
"PIM1__valine",1,0
"PIN4__X2..deoxyuridine.5..triphosphate",0,1
"PIP4K2A__Spermidine",1,0
"PIP4K2B__X.4238",0,1
"PIP5KL1__S.adenosyl.l.homocysteine",1,0
"PIR__X5.oxoproline",2,0
"PITPNA__gamma.glu.cys",2,0
"PITX1__porphobilinogen",10,0
"PITX3__guanine",1,0
"PKDREJ__porphobilinogen",1,0
"PKHD1L1__porphobilinogen",4,0
"PKI55__tetradecanoic.acid",1,0
"PKI55__tyrosine",1,0
"PKN1__porphobilinogen",1,0
"PLA2G12A__cysteine",1,0
"PLA2G12B__cysteine",1,0
"PLA2G2A__porphobilinogen",1,0
"PLA2G2F__porphobilinogen",2,0
"PLA2G4A__gamma.glu.cys",2,0
"PLA2G4C__uracil",1,0
"PLAC1__tyrosine",1,0
"PLAG1__succinate",2,0
"PLAUR__creatinine",1,0
"PLB1__fumaric.acid",2,0
"PLB1__X5.oxoproline",1,0
"PLCD3__porphobilinogen",1,0
"PLCG2__porphobilinogen",1,0
"PLCH1__porphobilinogen",5,0
"PLCL1__adenine",2,0
"PLCL1__anthranilic.acid",2,0
"PLCL1__beta.alanine",2,0
"PLCL1__isoleucine",1,0
"PLCL1__L.allo.threonine",1,0
"PLCL1__leucine",8,0
"PLCL1__methionine",1,0
"PLCL1__n.hexadecanoic.acid",1,0
"PLCL1__phenylalanine",6,0
"PLCL1__taurine",1,0
"PLCL1__threonine",7,0
"PLCL1__tryptophan",1,0
"PLCL1__tyramine",7,0
"PLCL1__tyrosine",4,0
"PLCL1__valine",3,0
"PLCL1__X.p.Hydroxyphenyl.lactic.acid",3,0
"PLD5__caffeine",1,0
"PLEKHA4__tyrosine",1,0
"PLEKHA8__niacinamide",1,0
"PLEKHA8__porphobilinogen",1,0
"PLEKHA8__tyramine",1,0
"PLEKHF2__X.3363",0,3
"PLEKHH1__creatinine",1,0
"PLEKHM2__cysteine",1,0
"PLEKHO1__Kynurenic.acid",1,0
"PLG__porphobilinogen",5,0
"PLK1__porphobilinogen",2,0
"PLK2__L.alpha.glycerophosphorylcholine",1,0
"PLK2__sn.Glycerol.3.phosphate",1,0
"PLOD2__L.alpha.glycerophosphorylcholine",1,0
"PLOD2__porphobilinogen",1,0
"PLS3__gamma.L.glutamyl.L.glutamine",1,0
"PLTP__porphobilinogen",1,0
"PLTP__sn.Glycerol.3.phosphate",4,0
"PLTP__succinate",1,0
"PLXNA2__n.dodecanoate",17,0
"PLXNA3__porphobilinogen",2,0
"PLXND1__gamma.glu.cys",2,0
"PMAIP1__cysteine",2,0
"PMM1__porphobilinogen",7,0
"PMM2__citric.acid",1,0
"PMP2__X.3803",0,5
"PMVK__tyrosine",1,0
"PNKP__creatinine",1,0
"PNKP__porphobilinogen",1,0
"PNLIPRP1__guanine",1,0
"PNLIPRP2__phenylalanine",1,0
"PNLIPRP2__tyrosine",1,0
"PNMA1__n.dodecanoate",4,0
"PNMAL1__creatinine",2,0
"PNOC__porphobilinogen",7,0
"PNPLA6__creatinine",1,0
"PNPLA8__porphobilinogen",1,0
"POC1A__porphobilinogen",1,0
"POFUT1__gamma.glu.cys",1,0
"POLD1__porphobilinogen",1,0
"POLE3__porphobilinogen",1,0
"POLE3__tetradecanoic.acid",1,0
"POLG2__L.alpha.glycerophosphorylcholine",2,0
"POLG2__porphobilinogen",1,0
"POLK__porphobilinogen",1,0
"POLM__inosine",1,0
"POLN__inosine",1,0
"POLR3K__porphobilinogen",13,0
"POMT1__guanine",1,0
"POMZP3__guanine",1,0
"PON3__allantoin",0,1
"POPDC2__guanosine",1,0
"POSTN__homogentisate",1,0
"POU1F1__caffeine",1,0
"POU2AF1__tyrosine",1,0
"POU3F4__caffeine",1,0
"POU5F1B__gamma.glu.cys",3,0
"POU5F1B__X5.oxoproline",1,0
"PP13__tyrosine",1,0
"PPARA__porphobilinogen",1,0
"PPARD__sn.Glycerol.3.phosphate",1,0
"PPDPF__gamma.L.glutamyl.L.glutamine",1,0
"PPEF2__caffeine",1,0
"PPFIBP1__X.p.Hydroxyphenyl.lactic.acid",1,0
"PPIB__guanosine.5...monophosphate",1,0
"PPIB__taurine",1,0
"PPIEL__guanosine.5...monophosphate",1,0
"PPIL2__porphobilinogen",1,0
"PPM1M__L.alpha.glycerophosphorylcholine",1,0
"PPME1__guanosine",1,0
"PPP1R10__gamma.glu.cys",1,0
"PPP1R11__porphobilinogen",8,0
"PPP1R12A__cysteine",1,0
"PPP1R13L__X.4238",0,1
"PPP1R14B__L.alpha.glycerophosphorylcholine",1,0
"PPP1R14B__sn.Glycerol.3.phosphate",3,0
"PPP1R15B__porphobilinogen",1,0
"PPP1R17__porphobilinogen",2,0
"PPP1R2__tyrosine",1,0
"PPP1R3E__porphobilinogen",1,0
"PPP1R3F__L.alpha.glycerophosphorylcholine",1,0
"PPP2R3A__Kynurenic.acid",1,0
"PPP2R3A__X.p.Hydroxyphenyl.lactic.acid",2,0
"PPP2R5B__uracil",1,0
"PPP3CA__sn.Glycerol.3.phosphate",3,0
"PPP4C__glutamine",1,0
"PPP4C__porphobilinogen",1,0
"PPP4R4__caffeine",1,0
"PPP6R1__creatinine",1,0
"PQLC3__X.p.Hydroxyphenyl.lactic.acid",2,0
"PRAM1__L.alpha.glycerophosphorylcholine",1,0
"PRAME__creatinine",2,0
"PRAMEF10__L.alpha.glycerophosphorylcholine",4,0
"PRAMEF12__Kynurenic.acid",4,0
"PRCD__sn.Glycerol.3.phosphate",1,0
"PRCP__porphobilinogen",3,0
"PRELID3A__N.5...aminocarbonyl..L.ornithine",1,0
"PRELP__porphobilinogen",1,0
"PRF1__X.4271",0,1
"PRG3__Kynurenic.acid",1,0
"PRG3__tyrosine",1,0
"PRG3__uracil",2,0
"PRICKLE1__porphobilinogen",1,0
"PRICKLE2__guanine",1,0
"PRIM1__caffeine",1,0
"PRIM2__L.alpha.glycerophosphorylcholine",3,0
"PRIMA1__guanine",1,0
"PRKAA2__porphobilinogen",1,0
"PRKAG2__n.dodecanoate",17,0
"PRKAG2__tyramine",12,0
"PRKAG2__valine",6,0
"PRKCB__creatinine",1,0
"PRKCSH__valine",1,0
"PRKD2__fumaric.acid",1,0
"PRKD2__X5.oxoproline",1,0
"PRKD3__citric.acid",1,0
"PRKG1__porphobilinogen",1,0
"PRKG1__succinate",1,0
"PRKRIR__L.alpha.glycerophosphorylcholine",2,0
"PRKX__L.alpha.glycerophosphorylcholine",1,0
"PRKX__X.p.Hydroxyphenyl.lactic.acid",1,0
"PRL__inosine",1,0
"PRLH__porphobilinogen",1,0
"PRM1__tyrosine",1,0
"PRM3__porphobilinogen",2,0
"PRMT1__sn.Glycerol.3.phosphate",1,0
"PRMT6__cysteine",1,0
"PRNP__S.adenosyl.l.homocysteine",1,0
"PRO2958__porphobilinogen",1,0
"PRO2964__L.alpha.glycerophosphorylcholine",3,0
"PROCA1__creatinine",4,0
"PROM2__X.3955",0,1
"PROSC__gamma.glu.cys",2,0
"PROSER3__citric.acid",1,0
"PROSER3__S.adenosyl.l.homocysteine",1,0
"PROZ__X3.hydroxy.3.methylglutarate",2,0
"PRPH2__porphobilinogen",7,0
"PRPS1__porphobilinogen",6,0
"PRPS1L1__N.5...aminocarbonyl..L.ornithine",1,0
"PRPS2__X.4043",0,1
"PRR12__porphobilinogen",3,0
"PRR36__N.5...aminocarbonyl..L.ornithine",1,0
"PRRG3__X.4238",0,1
"PRRT3.AS1__porphobilinogen",4,0
"PRSS1__Spermidine",1,0
"PRSS1__X.p.Hydroxyphenyl.lactic.acid",9,0
"PRSS16__porphobilinogen",7,0
"PRSS37__gamma.glu.cys",1,0
"PRSS37__uracil",1,0
"PRSS3P2__guanine",1,0
"PRSS53__X.4238",0,1
"PRSS54__caffeine",1,0
"PRUNE__succinate",1,0
"PSAT1__X.4271",0,1
"PSD4__porphobilinogen",2,0
"PSG1__porphobilinogen",5,0
"PSG4__asparagine",1,0
"PSG4__isoleucine",1,0
"PSG4__serine",1,0
"PSG4__tetradecanoic.acid",1,0
"PSG4__valine",1,0
"PSG7__guanosine",1,0
"PSMA4__porphobilinogen",5,0
"PSMA5__L.alpha.glycerophosphorylcholine",1,0
"PSMA7__porphobilinogen",1,0
"PSMB10__porphobilinogen",1,0
"PSMB4__S..5..adenosyl..L.methionine",0,1
"PSMB5__porphobilinogen",1,0
"PSMB6__sn.Glycerol.3.phosphate",2,0
"PSMB7__X.4238",0,2
"PSMC1__X.4238",0,1
"PSMC5__porphobilinogen",1,0
"PSMD10__guanosine",1,0
"PSMD3__gamma.L.glutamyl.L.glutamine",1,0
"PSMD7__uridine",1,0
"PSMG3__gamma.glu.cys",1,0
"PSPH__creatinine",3,0
"PTDSS2__guanosine",1,0
"PTDSS2__succinate",1,0
"PTGDR__guanine",1,0
"PTGDS__porphobilinogen",1,0
"PTGES__porphobilinogen",1,0
"PTGES__X.p.Hydroxyphenyl.lactic.acid",2,0
"PTGFR__tyrosine",1,0
"PTGS2__cysteine",2,0
"PTGS2__porphobilinogen",9,0
"PTGS2__uracil",1,0
"PTH__L.alpha.glycerophosphorylcholine",3,0
"PTH2R__L.alpha.glycerophosphorylcholine",2,0
"PTOV1__porphobilinogen",2,0
"PTPMT1__porphobilinogen",1,0
"PTPN18__L.alpha.glycerophosphorylcholine",1,0
"PTPN20__porphobilinogen",1,0
"PTPN22__gamma.glu.cys",1,0
"PTPN22__Kynurenic.acid",7,0
"PTPN5__Kynurenic.acid",2,0
"PTPRA__porphobilinogen",1,0
"PTPRC__gamma.glu.cys",2,0
"PTPRC__X.4271",0,1
"PTPRN2__porphobilinogen",1,0
"PTPRT__gamma.glu.cys",1,0
"PTRH1__X5.oxoproline",1,0
"PTTG1__porphobilinogen",1,0
"PTX3__porphobilinogen",1,0
"PUM1__porphobilinogen",2,0
"PUM2__sn.Glycerol.3.phosphate",1,0
"PWAR6__citric.acid",1,0
"PWP2__L.alpha.glycerophosphorylcholine",1,0
"PWWP2A__caffeine",1,0
"PXDNL__porphobilinogen",5,0
"PXN__gamma.glu.cys",1,0
"PYCR1__guanine",1,0
"PYCRL__gamma.glu.cys",2,0
"PYGM__porphobilinogen",4,0
"PYY2__X.3888",0,1
"PZP__uracil",3,0
"QDPR__creatinine",1,0
"QPCT__gamma.glu.cys",2,0
"QPCTL__gamma.glu.cys",1,0
"QPRT__caffeine",2,0
"QSOX2__gamma.glu.cys",1,0
"R3HCC1__X.2177",0,1
"RAB10__tetradecanoic.acid",1,0
"RAB15__X2..deoxyuridine.5..triphosphate",0,1
"RAB1A__uracil",1,0
"RAB1B__porphobilinogen",6,0
"RAB33B__guanine",1,0
"RAB3A__porphobilinogen",9,0
"RAB3B__porphobilinogen",9,0
"RAB3GAP1__beta.alanine",1,0
"RAB3GAP1__guanosine.5...monophosphate",1,0
"RAB3GAP1__hypotaurine",1,0
"RAB3GAP1__inosine",1,0
"RAB3GAP1__leucine",1,0
"RAB3GAP1__methionine",1,0
"RAB3GAP1__n.hexadecanoic.acid",1,0
"RAB3GAP1__phenylalanine",1,0
"RAB3GAP1__proline",1,0
"RAB3GAP1__taurine",1,0
"RAB3GAP1__trans.4.hydroxyproline",1,0
"RAB3GAP1__tryptophan",1,0
"RAB3GAP1__tyramine",1,0
"RAB3GAP1__tyrosine",1,0
"RAB3GAP1__valine",1,0
"RAB3GAP1__X.3778",0,1
"RAB3GAP1__X3.hydroxy.3.methylglutarate",1,0
"RAB3GAP1__xanthine",1,0
"RAB40A__L.alpha.glycerophosphorylcholine",2,0
"RAB5B__porphobilinogen",1,0
"RAB5C__X2..deoxyuridine.5..triphosphate",0,1
"RAB9A__tyrosine",1,0
"RABAC1__uridine",1,0
"RABEP1__porphobilinogen",11,0
"RABL6__tyrosine",1,0
"RAD51.AS1__porphobilinogen",1,0
"RALGDS__gamma.glu.cys",2,0
"RAMP1__porphobilinogen",1,0
"RAMP2__guanosine",1,0
"RANBP6__guanosine",1,0
"RANGAP1__porphobilinogen",1,0
"RAPGEFL1__sn.Glycerol.3.phosphate",15,0
"RARS__creatinine",7,0
"RARS2__guanosine",1,0
"RARS2__L.alpha.glycerophosphorylcholine",1,0
"RASL10A__Kynurenic.acid",2,0
"RASL10A__succinate",1,0
"RASSF7__cysteine",2,0
"RASSF9__porphobilinogen",4,0
"RAX__Kynurenic.acid",1,0
"RB1__porphobilinogen",5,0
"RBAKDN__L.alpha.glycerophosphorylcholine",1,0
"RBBP5__guanosine",1,0
"RBBP8__L.alpha.glycerophosphorylcholine",1,0
"RBFADN__gamma.glu.cys",2,0
"RBKS__L.alpha.glycerophosphorylcholine",1,0
"RBM10__porphobilinogen",2,0
"RBM14__porphobilinogen",1,0
"RBM25__porphobilinogen",1,0
"RBM46__porphobilinogen",4,0
"RBMS2__Spermidine",2,0
"RBMS3__porphobilinogen",1,0
"RBMX2__L.alpha.glycerophosphorylcholine",3,0
"RBMX2__sn.Glycerol.3.phosphate",1,0
"RBP2__gamma.glu.cys",1,0
"RBPMS.AS1__citric.acid",1,0
"RBPMS2__guanine",1,0
"RBPMS2__X.4238",0,1
"RCAN1__guanine",1,0
"RCC1__caffeine",2,0
"RCN2__L.alpha.glycerophosphorylcholine",1,0
"RCOR1__porphobilinogen",5,0
"RCSD1__L.alpha.glycerophosphorylcholine",3,0
"RCVRN__L.alpha.glycerophosphorylcholine",1,0
"RD3__n.dodecanoate",2,0
"RDH14__N.5...aminocarbonyl..L.ornithine",1,0
"RDH14__X.4238",0,1
"RDX__cysteine",2,0
"RECK__gamma.glu.cys",2,0
"RECQL4__n.dodecanoate",1,0
"REEP1__Kynurenic.acid",2,0
"REEP1__porphobilinogen",7,0
"REEP3__L.alpha.glycerophosphorylcholine",1,0
"REEP4__citric.acid",1,0
"REG3A__Spermidine",1,0
"REG3A__tyramine",1,0
"RELB__creatinine",3,0
"RELL1__L.alpha.glycerophosphorylcholine",2,0
"REM1__porphobilinogen",12,0
"REPS1__gamma.glu.cys",1,0
"REPS2__X.3955",0,1
"REST__uracil",1,0
"RETSAT__phenylalanine",1,0
"REV1__N.5...aminocarbonyl..L.ornithine",1,0
"REV1__porphobilinogen",1,0
"REXO1__Kynurenic.acid",3,0
"RFESD__porphobilinogen",1,0
"RFNG__tyrosine",1,0
"RFX1__porphobilinogen",7,0
"RFX2__porphobilinogen",1,0
"RFXANK__creatinine",4,0
"RFXANK__sn.Glycerol.3.phosphate",1,0
"RGAG4__creatinine",6,0
"RGMA__porphobilinogen",1,0
"RGMB__cysteine",2,0
"RGMB__porphobilinogen",6,0
"RGN__n.dodecanoate",16,0
"RGN__tetradecanoic.acid",0,1
