"","pathwayName","pathwayId","pathwaySource","Pval_Metab","Num_In_Path_Metab","Total_In_Path_Metab","Pval_Gene","Num_In_Path_Gene","Total_In_Path_Gene","Pval_combined","Pval_combined_FDR","Pval_combined_Holm","analytes","cluster_assignment"
"996","Meiotic recombination","R-HSA-912446","reactome",NA,NA,NA,4.70793241984873e-06,32,55,4.70793241984873e-06,3.86936939341257e-05,0.0133705280723704,"MSH4;NBN;MRE11A;MLH1;MLH3;SPO11;CDK2;CDK4;BLM;BRCA2;ATM;RAD50;RPA3;RPA2;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2AB; HIST1H2AE;HIST1H2AD;H2AFB1;H2AFJ;H2AFX;HIST1H4A;HIST3H2BB","325,341"
"998","Defective pyroptosis","R-HSA-9710421","reactome",NA,NA,NA,1.67099278782648e-05,25,41,1.67099278782648e-05,0.000116572499021156,0.0463366300064284,"PRIM1;RBBP4;POLA1;POLA2;HIST1H4A;HIST3H2BB;HIST1H2AB; HIST1H2AE;H2AFB1;H2AFJ;H2AFX;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H2AD;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BE;HIST1H2BH;HIST1H2BE;EZH2;EED;DNMT3A","294,328,343"
"1004","Late Phase of HIV Life Cycle","R-HSA-162599","reactome",NA,NA,NA,1.98221147865488e-14,87,148,1.98221147865488e-14,5.33545256337937e-12,6.38073874979005e-11,"RPS27A;RNMT;RCC1;RAE1;RAN;RANBP2;PPIA;POM121;POM121C;SEC13;SEH1L;CDK9;CHMP2B;CHMP4A;CHMP4B;CHMP4C;CHMP5;CHMP7;CDK7;CTDP1;CCNH;CCNT2;PDCD6IP;NCBP2;NEDD4L;POLR2H;OR10A4;OR4A47;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;NUP155;NUP160;NMT1;NMT2;NUP98;NUPL2;NUP188;NUP205;NUP210;NUP35;NUP37;NUP43;NUP50;NUP54;NUP88;ERCC2;ERCC3;ELL;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;FURIN;UBAP1;TPR;TSG101;XPO1;VPS4A;VPS4B;TAF9;TAF9B;tat;SUPT16H;OR10A4; TAF1;TAF11;TAF12;TAF13;TAF15;TAF1L;TAF4;TAF4B;TAF5;TAF6;TAF7;SSRP1","Unclustered"
"1011","ADORA2B mediated anti-inflammatory cytokines production","R-HSA-9660821","reactome",NA,NA,NA,9.43329238261309e-07,65,134,9.43329238261309e-07,9.89270597267541e-06,0.0027573513634378,"TSHR;VIP;VIPR1;VIPR2;TAAR2;TAAR6;TAAR9;GNAI1;GNAI2;GNAS;GNB3;GNB4;GLP1R;GNG7;GPBAR1;GPHB5;GCG;GHRHR;GNG10;GNG13;GNG3;GNG4;GPR15;GPR150;GPR20;GPR32;GPR39;GPR45;GPR84;HRH2;HTR7;IAPP;SCTR;PTGDR;PTGER4;PTGIR;PTH;PTH1R;RAMP2;POMC;PRKAR2A;PRKAR2B;PRKACB;PRKACG;PRKAR1B;RLN3;MC1R;MC2R;MC4R;MC5R;P2RY11;NPS;LHB;PTGIR;ADCY9;DRD1;DRD5;CRH;CALCB;CALCRL;ADCY2;ADCY3;ADCY7;ADCY9;ADM;ADRB1;ADRB3","224"
"1015","G alpha (12/13) signalling events","R-HSA-416482","reactome",NA,NA,NA,1.76901622013978e-05,41,80,1.76901622013978e-05,0.000121057677776514,0.0488602280002607,"SGEF;RHOA;RHOB;RASGRF2;PREX1;SOS1;ARHGEF1;ARHGEF10;ARHGEF10L;ARHGEF16;ARHGEF19;ARHGEF4;ARHGEF5;ARHGEF6;ARHGEF9;ABR;AKAP13;ADRA1B;C9orf100;BTK;VAV1;VAV2;VAV3;SOS1;TIAM1;TIAM2;TRIO;GNG10;GNG13;GNG3;GNG4;GNB3;GNB4;GNA13;GNG7;FGD1;KALRN;FGD3;OBSCN;MCF2L;PLEKHG2;NGEF","350"
"1017","Mitochondrial translation initiation","R-HSA-5368286","reactome",NA,NA,NA,9.13829800679982e-17,63,88,9.13829800679982e-17,3.68958782024543e-14,2.94618727739226e-13,"MRPL18;MRPL19;MRPL2;MRPL20;MRPL22;MRPL24;MRPL3;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL40;MRPL42;MRPL43;MRPL44;MRPL46;MRPL47;MRPL48;MRPL50;MRPL51;MRPL52;MRPL53;MRPL54;MRPL9; OR13D1;MRPS11;MRPS12;MRPS17;MRPS18A;MRPS18B;MRPS18C;MRPS21;MRPS22;MRPS23;MRPS24;MRPS25;MRPS26;MRPS27;MRPS28;MRPS30;MRPS31;MRPS33;MRPS34;MRPS36;MRPS5;MRPS6;MRPS7;MRPS9;MTIF2;MTIF3;OR13D1;MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL17;PTCD3;ICT1;DAP3","352"
"1018","Mitochondrial translation","R-HSA-5368287","reactome",NA,NA,NA,2.20537105771656e-18,68,94,2.20537105771656e-18,7.12334851642448e-15,7.12334851642448e-15,"PTCD3;DAP3;ICT1;GFM2;MTIF2;MTIF3;MTRF1L;MRPL18;MRPL19;MRPL2;MRPL20;MRPL22;MRPL24;MRPL3;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL40;MRPL42;MRPL43;MRPL44;MRPL46;MRPL47;MRPL48;MRPL50;MRPL51;MRPL52;MRPL53;MRPL54;MRPL9; OR13D1;MRPS11;MRPS12;MRPS17;MRPS18A;MRPS18B;MRPS18C;MRPS21;MRPS22;MRPS23;MRPS24;MRPS25;MRPS26;MRPS27;MRPS28;MRPS30;MRPS31;MRPS33;MRPS34;MRPS36;MRPS5;MRPS6;MRPS7;MRPS9;OR13D1;OR4F6;MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;MRPL17;TSFM;TUFM","352"
"1019","Signaling by FGFR in disease","R-HSA-1226099","reactome",NA,NA,NA,1.67845805013296e-07,38,63,1.67845805013296e-07,2.24025599253283e-06,0.000501691111184742,"FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;GAB1;FGF1;FGF8;FGF9;FGFR1OP2;FGFR2;ERLIN2;HRAS;GTF2F2;GRB2;BCR;BAG4;CUX1;CPSF6;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;PLCG1;POLR2A;POLR2H;PIK3CA;PIK3R1;NCBP2;ZMYM2;TRIM24;STAT3;SOS1;STAT1;SOS1","353,355,402"
"1021","Signaling by FGFR2 in disease","R-HSA-5655253","reactome",NA,NA,NA,7.70805119636895e-07,28,43,7.70805119636895e-07,8.49727145538284e-06,0.0022646254414932,"NCBP2;POLR2H;POLR2B;POLR2F;POLR2G;POLR2H;POLR2A;PLCG1;POLR2I;POLR2J;POLR2K;POLR2L;PIK3CA;PIK3R1;GTF2F2;GRB2;FGF1;FGF8;FGF9;FGFR2;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;GAB1;HRAS;SOS1;SOS1","353,354,355"
"1025","Mitochondrial biogenesis","R-HSA-1592230","reactome",NA,NA,NA,1.11582214888876e-07,51,93,1.11582214888876e-07,1.55196900476588e-06,0.000334746644666629,"ACSS2;ATP5A1;ATP5D;ATP5E;ATP5F1;ATP5G2;ATP5G3;ATP5I;ATP5J;ATP5J2;ATP5O;C19orf70;ATF2;APOO;DNAJC11;CRTC1;CRTC3;CREBBP;CHCHD3;CHCHD6;CAMK4;CALM1;CALM1;POLG2;MED1;MAPK14;ATF2;MEF2C;MTX1;NCOA2;NCOA6;NRF1;IMMT;HCFC1;HDAC3;GABPA;GABPB1;IDH2;TFAM;TFB1M;TFB2M;TGS1;TMEM11;TBL1XR1;SMARCD3;SSBP1;PPARGC1A;PPARGC1B;POLRMT;PRKAA2;PRKAB1;PRKAB2;SAMM50","358"
"1026","Regulation of cholesterol biosynthesis by SREBP (SREBF)","R-HSA-1655829","reactome",NA,NA,NA,1.2824908526592e-06,33,55,1.2824908526592e-06,1.28647374350597e-05,0.00373076589038561,"ACACA;ACACB;CREBBP;NCOA2;NCOA6;MVD;NFYA;NFYB;NFYC;KPNB1;LSS;MBTPS1;MED1;PMVK;SC5DL;SCAP;SCD;RAN;SEC23A;SEC24A;SEC24B;INSIG2;GPAM;ELOVL6;HMGCS1;IDI1;FASN;SMARCD3;SP1;SREBF1;TBL1XR1;TM7SF2;TGS1","359"
"1027","PPARA activates gene expression","R-HSA-1989781","reactome",0.304723213348188,1,17,2.79422518574762e-11,68,117,8.51465277419452e-12,6.20326227917255e-10,2.71447130441321e-08,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;NR1H2;OR2T4;CYP7A1;ME1;MED1;MED10;MED11;MED12;MED13;MED13L;MED16;MED17; OR6N2;MED18;MED19;MED21;MED23;MED24; OR2T4;MED25;MED26;MED27;MED28;MED29;MED30;MED4;MED7;MED8;MED9;PLIN2;NR1H2;NRF1;NPAS2;NFYA;NFYB;NFYC;NCOA2;NCOA3;NCOA6;NCOR2;UGT1A9;SREBF1;SP1;SMARCD3;TBL1XR1;SULT2A1;TGS1;TIAM2;TNFRSF21;TRIB3;PPARGC1A;PPARGC1B;RXRB;HMGCS1;HMGCS2;HDAC3;GPS2;G0S2;CPT2;CREBBP;APOA1;APOA2;APOA5;ANKRD1;ARNT2;ABCB4;AGT;ACADM;CDK8;CYP4A11;CCNC;CD36","360"
"1030","Transcriptional regulation of white adipocyte differentiation","R-HSA-381340","reactome",0.209309991960698,1,11,1.34883139565684e-08,49,84,2.8232388858127e-09,6.85643729411656e-08,8.74639406824775e-06,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;SLC2A4;PPARGC1A;RELA;CCNC;CCND3;CD36;CREBBP;ADIPOQ;CDK4;CDK8;PCK1;NCOA2;NCOA3;NCOA6;NCOR2;MED26;MED27;MED28;MED29;MED30;MED4;MED7;MED8;MED9;MED1;MED10;MED11;MED12;MED13;MED13L;MED16;MED17; OR6N2;MED18;MED19;MED21;MED23;MED24; OR2T4;MED25;SLC2A4;OR2T4;KLF4;KLF5;LPL;HDAC3;WNT1;SREBF1;SMARCD3;TNF;TBL1XR1;TGS1;ZNF638","361"
"1031","Regulation of lipid metabolism by PPARalpha","R-HSA-400206","reactome",0.304723213348188,1,17,6.54365636250245e-12,70,119,1.99400399382806e-12,2.0126977812702e-10,6.37881877625596e-09,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;PLIN2;NR1H2;OR2T4;CYP7A1;NPAS2;NR1H2;NRF1;MED26;MED27;MED28;MED29;MED30;MED4;MED7;MED8;MED9;ME1;MED1;MED10;MED11;MED12;MED13;MED13L;MED16;MED17; OR6N2;MED18;MED19;MED21;MED23;MED24; OR2T4;MED25;NCOA2;NCOA3;NCOA6;NCOR2;NFYA;NFYB;NFYC;SREBF1;SP1;SMARCD3;UGT1A9;TRIB3;TNFRSF21;TGS1;SULT2A1;TIAM2;TBL1XR1;APOA1;APOA2;ARNT2;APOA5;ANKRD1;CPT2;CREBBP;ABCB4;ACADM;AGT;CDK8;CD36;CCNC;CYP4A11;SIN3A;SIN3B;PPARGC1A;PPARGC1B;RXRB;HDAC3;G0S2;GPS2;HMGCS1;HMGCS2","360"
"1044","Chylomicron remodeling","R-HSA-8963901","reactome",0.000289665763166429,3,7,0.00115072419558009,8,10,3.33325402306781e-07,4.07818579337464e-06,0.000988976468644221,"TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);APOA4;APOA5;APOC3;APOE;APOA1;APOA2;GPIHBP1;LPL","Unclustered"
"1060","Influenza Viral RNA Transcription and Replication","R-HSA-168273","reactome",NA,NA,NA,3.30865277445464e-07,70,144,3.30865277445464e-07,4.0634785024671e-06,0.000982339008735582,"DNAJC3;TPR;NUP188;NUP205;NUP210;NUP35;NUP37;NUP43;NUP50;NUP54;NUP88;NUP98;NUPL2;NUP155;NUP160;POLR2H;RPL34;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;PARP1;FAU;HSP90AA1;GTF2F2;RPL4;RPL41;RPL6;RPL7A;RPL8;RPLP0;RPS10;RPS27A;RPS28;RPS29;RPS3A;RPS9;RPSA;RPS12;RPS13;RPS17;RPS21;RPS24;RPS25;RPS27; RPS27L;RPL27;RPL28;RPL29;RPL3;RPL34;RPL35;RPL36AL;RPL39L;RPL3L;RPL10;RPL10L;RPL11;RPL22;RPL23A;RPL24;RPL26L1;POM121;POM121C;SEH1L;SEC13;RAE1;RANBP2","55,368"
"1062","Mitochondrial translation elongation","R-HSA-5389840","reactome",NA,NA,NA,9.13829800679982e-17,63,88,9.13829800679982e-17,3.68958782024543e-14,2.94618727739226e-13,"TUFM;TSFM;ICT1;PTCD3;DAP3;MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;OR13D1;MRPL17;MRPL18;MRPL19;MRPL2;MRPL20;MRPL22;MRPL24;MRPL3;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL40;MRPL42;MRPL43;MRPL44;MRPL46;MRPL47;MRPL48;MRPL50;MRPL51;MRPL52;MRPL53;MRPL54;MRPL9; OR13D1;MRPS11;MRPS12;MRPS17;MRPS18A;MRPS18B;MRPS18C;MRPS21;MRPS22;MRPS23;MRPS24;MRPS25;MRPS26;MRPS27;MRPS28;MRPS30;MRPS31;MRPS33;MRPS34;MRPS36;MRPS5;MRPS6;MRPS7;MRPS9","352"
"1071","Cargo recognition for clathrin-mediated endocytosis","R-HSA-8856825","reactome",0.0175704660085383,2,10,0.000153850158087959,48,105,2.70321897309273e-06,2.40534360415689e-05,0.00775283201482994,"TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));CE(18:0);CE(18:3(9Z,12Z,15Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));SH3GL1;SH3GL3;SH3KBP1;RPS27A;CLTB;COPS4;COPS5;COPS6;COPS7A;CD3D;CD4;AP2A1;AP2A2;AP2M1;AP2S1;ARRB1;AGTR1;ADRBK1;ADRBK2;CHRM2;BTC;ITSN2;LDLR;LDLRAP1;LRP2;NECAP1;NECAP2;NEDD8;EPN1;EPN2;EPS15;EREG;GRB2;HGS;IGF2R;FCHO1;FCHO2;ITSN2;SYT9;TF;SYT11;SYT8;TOR1B;VAMP2;VAMP8;STAM;STAM2;STON1;STON2","272"
"1089","Pre-NOTCH Expression and Processing","R-HSA-1912422","reactome",NA,NA,NA,1.73907800941821e-06,42,77,1.73907800941821e-06,1.66683144522873e-05,0.00503289175925631,"SNW1;ST3GAL3;ST3GAL4;ST3GAL6;TP53;TNRC6C;TMED2;NOTCH1;LFNG;MAML3;POFUT1;ATP2A1;MFNG;MOV10;PRKCI;B4GALT1;ATP2A2;ATP2A3;CREBBP;CCND1;ATP2A1;E2F3;E2F1;FURIN;KAT2A;H2AFX;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HIST1H2AD;HIST3H2BB;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H4A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H4A;HIST1H4A;HIST2H2AC;HIST1H2BE;HIST1H2BH;HIST1H2BE","376"
"1094","O-linked glycosylation of mucins","R-HSA-913709","reactome",NA,NA,NA,5.89181022346427e-06,36,65,5.89181022346427e-06,4.73396692084318e-05,0.0166856065528508,"ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST6GALNAC3;KCNA6;GALNT11;GALNT12;GALNT13;GALNT3;GALNT4;GALNT5;GALNT6;GALNT9;GALNTL1;GALNTL6;GCNT1;GCNT3;MUC21;MUC3A;MUC4;MUC1;MUC16;MUC2;MUC20;MUC12;CHST4;C1GALT1;C1GALT1C1;B3GNT2;B3GNT4;B3GNT5;B3GNT8;B3GNT9;B3GNTL1;B4GALT6","Unclustered"
"1103","ECM proteoglycans","R-HSA-3000178","reactome",NA,NA,NA,9.76672616753978e-06,40,76,9.76672616753978e-06,7.35350245248333e-05,0.0273663667214465,"BCAN;BGN;DAG1;DMP1;DSPP;COL6A6;COL9A2;COL9A3;COMP;COL1A2;COL2A1;COL3A1;COL4A2;COL4A6;COL5A1;COL6A2;COL6A3;TNN;TNXB;TNC;TGFB2;SPARC;DMP1;ITGB5;ITGA8;ITGA9;ITGAV;ITGAX;ITGB1;ITGB3;IBSP;FN1;MATN3;MATN4;MATN1;LAMA3;LAMA5;LAMB2;LAMC1;NCAM1;NCAN","Unclustered"
"1128","Gap-filling DNA repair synthesis and ligation in TC-NER","R-HSA-6782210","reactome",NA,NA,NA,3.62840565865231e-06,36,64,3.62840565865231e-06,3.09228239510474e-05,0.010351841344135,"RFC4;RPA3;RPA2;RPS27A;PRPF19;LIG1;POLR2H;POLD3;POLD4;POLE3;POLE4;POLK;POLR2A;POLR2I;POLR2J;POLR2K;POLR2L;POLD1;POLD2;POLR2B;POLR2F;POLR2G;POLR2H;XRCC1;USP7;XAB2;ERCC3;ERCC8;ERCC2;GTF2H5;GTF2H1;GTF2H2;GTF2H3;GTF2H4;ISY1;CCNH;CDK7","250,391"
"1135","ISG15 antiviral mechanism","R-HSA-1169408","reactome",NA,NA,NA,3.35121098394846e-06,41,76,3.35121098394846e-06,2.87883283993445e-05,0.00957105857015681,"DDX58;FLNB;ISG15;HERC5;EIF4A1;EIF4A2;EIF4E2;EIF4G1;EIF4G2;STAT1;TRIM25;TPR;UBE2E1;UBE2N;USP18;RPS27A;RAE1;RANBP2;SEC13;SEH1L;POM121;POM121C;PPM1B;PIN1;PLCG1;NUP188;NUP205;NUP210;NUP35;NUP37;NUP43;NUP50;NUP54;NUP88;NUP98;NUPL2;NUP155;NUP160;KPNA3;KPNA4;KPNB1","149"
"1136","Mitochondrial translation termination","R-HSA-5419276","reactome",NA,NA,NA,1.41013971750264e-17,64,88,1.41013971750264e-17,1.62135182082182e-14,4.55334114781601e-14,"DAP3;PTCD3;MRPL1;MRPL10;MRPL11;MRPL12;MRPL13;MRPL14;MRPL15;OR13D1;OR4F6;MTRF1L;MRPL17;MRPL18;MRPL19;MRPL2;MRPL20;MRPL22;MRPL24;MRPL3;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL40;MRPL42;MRPL43;MRPL44;MRPL46;MRPL47;MRPL48;MRPL50;MRPL51;MRPL52;MRPL53;MRPL54;MRPL9; OR13D1;MRPS11;MRPS12;MRPS17;MRPS18A;MRPS18B;MRPS18C;MRPS21;MRPS22;MRPS23;MRPS24;MRPS25;MRPS26;MRPS27;MRPS28;MRPS30;MRPS31;MRPS33;MRPS34;MRPS36;MRPS5;MRPS6;MRPS7;MRPS9;ICT1;GFM2","352"
"1151","Signaling by FGFR","R-HSA-190236","reactome",NA,NA,NA,6.2466916377809e-07,47,87,6.2466916377809e-07,7.01969280532752e-06,0.0018390260181627,"KLB;FGFBP2;FGFBP2;FLRT3;POLR2H;NCBP2;PIK3R1;PIK3CA;POLR2I;POLR2J;POLR2K;POLR2L;POLR2A;PLCG1;POLR2B;POLR2F;POLR2G;POLR2H;SOS1;SPRED1;SRC;TIA1;BRAF;SOS1;RPS27A;PTPN11;PTBP1;PPP2CB;PPP2CA;GAB1;FRS3;FGF1;FGF8;FGF9;FGFR2;FGFRL1;FLRT2;FLRT3;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;GRB2;GTF2F2;HNRNPA1;HNRNPF;HNRNPM;HRAS;GALNT3","404"
"1155","Constitutive Signaling by Aberrant PI3K in Cancer","R-HSA-2219530","reactome",NA,NA,NA,2.72577860777799e-06,42,78,2.72577860777799e-06,2.4121273707186e-05,0.00781208148989171,"KIT;KLB;LCK;PIK3CB;PIK3R1;PIK3CA;PDGFA;PDGFRA;PDGFRB;NRG1;NRG3;NRG4;RAC1;RAC2;PTPN11;ICOS;FGF8;FGF9;FGFR2;GAB1;FGF1;FLT3LG;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;EREG;ESR1;GRB2;HGF;IRS1;IRS2;CD28;CD86;CD19;BTC;VAV1;SRC;STRN;TRAT1","189"
"1163","Interleukin-1 family signaling","R-HSA-446652","reactome",NA,NA,NA,1.45959080778851e-13,82,140,1.45959080778851e-13,3.36748450654064e-11,4.69550362865565e-10,"CUL1;CASP1;CHUK;BTRC;TBK1;TRAF6;SQSTM1;STAT3;UBE2N;RELA;RIPK2;S100A12;SAA1;RPS27A;PSMA4;PSMA5;PSMA1;PSMB2;PSMB3;PSMA7;PSMB1;PSMA2;PSMA3;PSMB10;PSMB11;PSMB4;PSMB5;PSMB6;SMAD3;PTPN11;PTPN12;PTPN13;PTPN14;PTPN18;PTPN2;PTPN20A;PTPN23;PTPN4;PTPN7;PSMD8;PSMD9;PSME3;PSMF1;PSMD4;PSMD6;PSMD7;PSMB7;PSMB9;PSMD11;PSMD13;PSMC4;PSMC5;PSMD1;PSMD10;PSMC2;PSMC3;PSMD14;PSMD3;FBXW11;IKBKB;IKBKG;HMGB1;IL18BP;IL18R1;IL1A;IL1RAP;IL1RAPL1;IL1RL1;IL4;IRAK1;IRAK2;IRAK3;GSDMD;MAP3K7;MAP3K8;MAP2K4;MAP2K6;NFKB2;PELI1;PSMD9;NKIRAS1;NKIRAS2;NOD2","407"
"1180","Signaling by FGFR2","R-HSA-5654738","reactome",NA,NA,NA,8.23917111262195e-07,41,73,8.23917111262195e-07,8.96044535143734e-06,0.0024190206386658,"BRAF;SOS1;RPS27A;PTPN11;PTBP1;PPP2CB;PPP2CA;TIA1;SOS1;SRC;FGF1;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;GAB1;FGF8;FGF9;FGFR2;FRS3;HRAS;HNRNPA1;HNRNPF;HNRNPM;GRB2;GTF2F2;PLCG1;POLR2I;POLR2J;POLR2K;POLR2L;POLR2B;POLR2F;POLR2G;POLR2H;POLR2A;NCBP2;PIK3R1;PIK3CA;POLR2H;FGFBP2;FGFBP2","404"
"1212","Cross-presentation of soluble exogenous antigens (endosomes)","R-HSA-1236978","reactome",NA,NA,NA,5.66712914950644e-12,38,50,5.66712914950644e-12,4.88183535334181e-10,1.81008105035236e-08,"FCGR1A;FCGR1B;CD207;PSME3;PSMF1;PSMD8;PSMD9;PSMD6;PSMD7;PSMB7;PSMB9;PSMC4;PSMC5;PSMD11;PSMD13;PSMD14;PSMD1;PSMD10;PSMC2;PSMC3;PSMD3;PSMD4;PSMA1;PSMA4;PSMA5;PSMB3;PSMB4;PSMB5;PSMB6;PSMB10;PSMB11;PSMB2;PSMA2;PSMA3;PSMA7;PSMB1;PSMD9;MRC1;MRC2","170,233,320"
"1215","Interleukin-1 signaling","R-HSA-9020702","reactome",NA,NA,NA,1.45350704266529e-11,62,102,1.45350704266529e-11,9.98899520810402e-10,4.62796642384628e-08,"NFKB2;PSMD9;MAP3K7;MAP3K8;MAP2K4;MAP2K6;NKIRAS1;NKIRAS2;NOD2;PELI1;CUL1;BTRC;CHUK;HMGB1;IKBKB;FBXW11;IKBKG;IL1A;IL1RAP;IRAK1;IRAK2;IRAK3;RELA;RIPK2;PSMB4;PSMB5;PSMB2;PSMB3;PSMA3;PSMA4;PSMB10;PSMB11;PSMA5;PSMA7;PSMB1;PSMA1;PSMA2;RPS27A;S100A12;SAA1;PSMD14;PSMD3;PSMD11;PSMD13;PSMD4;PSMD6;PSMB6;PSMB7;PSMB9;PSMC2;PSMC3;PSMC4;PSMC5;PSMD1;PSMD10;PSMD9;PSME3;PSMD7;PSMD8;PSMF1;TRAF6;SQSTM1;UBE2N","407"
"1220","Regulation of RUNX2 expression and activity","R-HSA-8939902","reactome",NA,NA,NA,5.45799096740266e-11,48,73,5.45799096740266e-11,2.79830330550962e-09,1.7296373375699e-07,"PSMD7;PSMD8;PSMD9;PSME3;PSMF1;PSMD1;PSMD10;PSMC3;PSMC4;PSMC5;PSMD4;PSMD6;PSMB9;PSMC2;PSMD11;PSMD13;PSMB6;PSMB7;PSMD14;PSMD3;PSMA3;PSMA4;PSMB2;PSMB3;PSMB4;PSMB5;PSMA1;PSMA2;PSMA5;PSMA7;PSMB1;PSMB10;PSMB11;RPS27A;RUNX2;PPARGC1A;PPARGC1B;DLX5;DLX6;CUL1;PSMD9;NR3C1;TWIST1;STAT1;STUB1;WWP1;GSK3B;ESR1;FBXW7","170,274,435"
