id,name,GENN_adjpval,GNN_adjpval,RF_adjpval,GroupLASSO_adjpval,LASSO_adjpval
WP5083,Neuroinflammation and glutamatergic signaling,1,NA,NA,NA,NA
WP5101,Congenital generalized lipodystrophy,1,NA,NA,NA,NA
WP5118,SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome,1,NA,NA,NA,NA
WP5155,"Arachidonic acid (AA, ARA) oxylipin metabolism",1,NA,NA,NA,NA
WP5181,Roles of ceramides in development of insulin resistance,1,NA,NA,NA,NA
WP5191,Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution,1,NA,NA,NA,NA
WP5198,Inflammatory bowel disease signaling,1,NA,NA,NA,NA
WP5205,Clock-controlled autophagy in bone metabolism,1,NA,NA,NA,NA
WP5234,Bardet-Biedl syndrome,1,NA,NA,NA,NA
WP5275,Ether lipid biosynthesis,1,NA,NA,NA,NA
WP534,Glycolysis and gluconeogenesis,1,NA,NA,NA,NA
WP623,Oxidative phosphorylation,1,NA,NA,NA,NA
WP69,T-cell receptor signaling pathway,1,NA,NA,NA,NA
WP707,DNA damage response,1,NA,NA,NA,NA
WP4321,Thermogenesis,NA,NA,0.426847539,NA,NA
R-HSA-1980145,Signaling by NOTCH2,NA,NA,0.615103748,NA,NA
WP3529,Zinc homeostasis,NA,NA,0.769020149,NA,NA
R-HSA-381119,Unfolded Protein Response (UPR),NA,1,1,NA,NA
R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,NA,NA,1,NA,NA
R-HSA-6783783,Interleukin-10 signaling,NA,NA,1,NA,NA
R-HSA-72202,Transport of Mature Transcript to Cytoplasm,NA,NA,1,NA,NA
WP2884,NRF2 pathway,NA,NA,1,NA,NA
WP4063,Interleukin-10 signaling,NA,NA,1,NA,NA
WP4685,Melanoma,NA,NA,1,NA,NA
WP4963,p53 transcriptional gene network,NA,NA,1,NA,NA
WP4962,Airway smooth muscle cell contraction,NA,0.639209059,NA,NA,NA
map00051,Fructose and mannose metabolism,NA,1,NA,NA,NA
map00250,"Alanine, aspartate and glutamate metabolism",NA,1,NA,NA,NA
map00514,Other types of O-glycan biosynthesis,NA,1,NA,NA,NA
map00562,Phosphatidylinositol Phosphate Metabolism,NA,1,NA,NA,NA
map00920,Sulfur metabolism,NA,1,NA,NA,NA
map03030,DNA replication,NA,1,NA,NA,NA
map04060,Cytokine-cytokine receptor interaction,NA,1,NA,NA,NA
map04120,Ubiquitin mediated proteolysis,NA,1,NA,NA,NA
map04621,NOD-like receptor signaling pathway,NA,1,NA,NA,NA
map04640,Hematopoietic cell lineage,NA,1,NA,NA,NA
map04650,Natural killer cell mediated cytotoxicity,NA,1,NA,NA,NA
map05171,Coronavirus disease - COVID-19,NA,1,NA,NA,NA
R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,NA,1,NA,NA,NA
R-HSA-1362300,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,NA,1,NA,NA,NA
R-HSA-1483249,Inositol phosphate metabolism,NA,1,NA,NA,NA
R-HSA-1538133,G0 and Early G1,NA,1,NA,NA,NA
R-HSA-157579,Telomere Maintenance,NA,1,NA,NA,NA
R-HSA-1632852,Macroautophagy,NA,1,NA,NA,NA
R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,NA,1,NA,NA,NA
R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,NA,1,NA,NA,NA
R-HSA-166658,Complement cascade,NA,1,NA,NA,NA
R-HSA-171319,Telomere Extension By Telomerase,NA,1,NA,NA,NA
R-HSA-174417,Telomere C-strand (Lagging Strand) Synthesis,NA,1,NA,NA,NA
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",NA,1,NA,NA,NA
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,NA,1,NA,NA,NA
R-HSA-180786,Extension of Telomeres,NA,1,NA,NA,NA
R-HSA-192105,Synthesis of bile acids and bile salts,NA,1,NA,NA,NA
R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,NA,1,NA,NA,NA
R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,NA,1,NA,NA,NA
R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,NA,1,NA,NA,NA
R-HSA-194068,Bile acid and bile salt metabolism,NA,1,NA,NA,NA
R-HSA-194138,Signaling by VEGF,NA,1,NA,NA,NA
R-HSA-2132295,MHC class II antigen presentation,NA,1,NA,NA,NA
R-HSA-2187338,Visual phototransduction,NA,1,NA,NA,NA
R-HSA-2514856,The phototransduction cascade,NA,1,NA,NA,NA
R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",NA,1,NA,NA,NA
R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,NA,1,NA,NA,NA
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,NA,1,NA,NA,NA
R-HSA-2682334,EPH-Ephrin signaling,NA,1,NA,NA,NA
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,NA,1,NA,NA,NA
R-HSA-373755,Semaphorin interactions,NA,1,NA,NA,NA
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,NA,1,NA,NA,NA
R-HSA-380287,Centrosome maturation,NA,1,NA,NA,NA
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,NA,1,NA,NA,NA
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),NA,1,NA,NA,NA
R-HSA-416482,G alpha (12/13) signalling events,NA,1,NA,NA,NA
R-HSA-4420097,VEGFA-VEGFR2 Pathway,NA,1,NA,NA,NA
R-HSA-445355,Smooth Muscle Contraction,NA,1,NA,NA,NA
R-HSA-451927,Interleukin-2 family signaling,NA,1,NA,NA,NA
R-HSA-4551638,SUMOylation of chromatin organization proteins,NA,1,NA,NA,NA
R-HSA-4570464,SUMOylation of RNA binding proteins,NA,1,NA,NA,NA
R-HSA-4615885,SUMOylation of DNA replication proteins,NA,1,NA,NA,NA
R-HSA-4641257,Degradation of AXIN,NA,1,NA,NA,NA
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,NA,1,NA,NA,NA
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",NA,1,NA,NA,NA
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,NA,1,NA,NA,NA
R-HSA-5620912,Anchoring of the basal body to the plasma membrane,NA,1,NA,NA,NA
R-HSA-5663220,RHO GTPases Activate Formins,NA,1,NA,NA,NA
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,NA,1,NA,NA,NA
R-HSA-5669034,TNFs bind their physiological receptors,NA,1,NA,NA,NA
R-HSA-5693532,DNA Double-Strand Break Repair,NA,1,NA,NA,NA
R-HSA-5693538,Homology Directed Repair,NA,1,NA,NA,NA
R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),NA,1,NA,NA,NA
R-HSA-6790901,rRNA modification in the nucleus and cytosol,NA,1,NA,NA,NA
R-HSA-69183,Processive synthesis on the lagging strand,NA,1,NA,NA,NA
R-HSA-69186,Lagging Strand Synthesis,NA,1,NA,NA,NA
R-HSA-69190,DNA strand elongation,NA,1,NA,NA,NA
R-HSA-69202,Cyclin E associated events during G1/S transition,NA,1,NA,NA,NA
R-HSA-69205,G1/S-Specific Transcription,NA,1,NA,NA,NA
R-HSA-69239,Synthesis of DNA,NA,1,NA,NA,NA
R-HSA-69618,Mitotic Spindle Checkpoint,NA,1,NA,NA,NA
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,NA,1,NA,NA,NA
R-HSA-72165,mRNA Splicing - Minor Pathway,NA,1,NA,NA,NA
R-HSA-73886,Chromosome Maintenance,NA,1,NA,NA,NA
R-HSA-8854518,AURKA Activation by TPX2,NA,1,NA,NA,NA
R-HSA-8866427,VLDLR internalisation and degradation,NA,1,NA,NA,NA
R-HSA-8957275,Post-translational protein phosphorylation,NA,1,NA,NA,NA
R-HSA-8964043,Plasma lipoprotein clearance,NA,1,NA,NA,NA
R-HSA-8980692,RHOA GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013026,RHOB GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013106,RHOC GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013405,RHOD GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013406,RHOQ GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013407,RHOH GTPase cycle,NA,1,NA,NA,NA
R-HSA-9013423,RAC3 GTPase cycle,NA,1,NA,NA,NA
R-HSA-912526,Interleukin receptor SHC signaling,NA,1,NA,NA,NA
R-HSA-912694,Regulation of IFNA/IFNB signaling,NA,1,NA,NA,NA
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,NA,1,NA,NA,NA
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,NA,1,NA,NA,NA
R-HSA-9663891,Selective autophagy,NA,1,NA,NA,NA
R-HSA-977606,Regulation of Complement cascade,NA,1,NA,NA,NA
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,NA,1,NA,NA,NA
WP138,Androgen receptor signaling pathway,NA,1,NA,NA,NA
WP1785,Asparagine N-linked glycosylation,NA,1,NA,NA,NA
WP1788,Bile acid and bile salt metabolism,NA,1,NA,NA,NA
WP1798,Complement cascade,NA,1,NA,NA,NA
WP1835,Interferon alpha/beta signaling,NA,1,NA,NA,NA
WP1840,"Interleukin-3, Interleukin-5 and GM-CSF signaling",NA,1,NA,NA,NA
WP185,Integrin-mediated cell adhesion,NA,1,NA,NA,NA
WP1919,Signaling by VEGF,NA,1,NA,NA,NA
WP1925,Synthesis of DNA,NA,1,NA,NA,NA
WP1928,Telomere Maintenance,NA,1,NA,NA,NA
WP2267,Synaptic vesicle pathway,NA,1,NA,NA,NA
WP23,B cell receptor signaling pathway,NA,1,NA,NA,NA
WP2431,Spinal cord injury,NA,1,NA,NA,NA
WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",NA,1,NA,NA,NA
WP2679,MHC class II antigen presentation,NA,1,NA,NA,NA
WP2741,Inositol phosphate metabolism,NA,1,NA,NA,NA
WP2773,Degradation of beta-catenin by the destruction complex,NA,1,NA,NA,NA
WP2776,Visual phototransduction,NA,1,NA,NA,NA
WP2806,Complement system,NA,1,NA,NA,NA
WP3309,EPH-Ephrin signaling,NA,1,NA,NA,NA
WP3379,RHO GTPases activate formins,NA,1,NA,NA,NA
WP3558,Beta-catenin independent WNT signaling,NA,1,NA,NA,NA
WP3565,DNA Damage/Telomere Stress Induced Senescence,NA,1,NA,NA,NA
WP3567,HDR through Homologous Recombination or Single Strand Annealing,NA,1,NA,NA,NA
WP3680,Physico-chemical features and toxicity-associated pathways,NA,1,NA,NA,NA
WP3811,Smooth Muscle Contraction,NA,1,NA,NA,NA
WP3828,rRNA modification in the nucleus and cytosol,NA,1,NA,NA,NA
WP3915,Angiopoietin-like protein 8 regulatory pathway,NA,1,NA,NA,NA
WP399,Wnt signaling pathway and pluripotency,NA,1,NA,NA,NA
WP4129,"Plasma lipoprotein assembly, remodeling, and clearance",NA,1,NA,NA,NA
WP4155,Endometrial cancer,NA,1,NA,NA,NA
WP4159,GABA receptor signaling,NA,1,NA,NA,NA
WP4216,Chromosomal and microsatellite instability in colorectal cancer,NA,1,NA,NA,NA
WP4241,Type 2 papillary renal cell carcinoma,NA,1,NA,NA,NA
WP4258,lncRNA in canonical Wnt signaling and colorectal cancer,NA,1,NA,NA,NA
WP428,Wnt signaling,NA,1,NA,NA,NA
WP4304,"Oligodendrocyte specification and differentiation, leading to myelin components for CNS",NA,1,NA,NA,NA
WP4534,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,NA,1,NA,NA,NA
WP4541,Hippo-Merlin signaling dysregulation,NA,1,NA,NA,NA
WP4542,Leukocyte-intrinsic Hippo pathway functions,NA,1,NA,NA,NA
WP4545,Oxysterols derived from cholesterol,NA,1,NA,NA,NA
WP4549,Fragile X syndrome,NA,1,NA,NA,NA
WP4558,Overview of interferons-mediated signaling pathway,NA,1,NA,NA,NA
WP4746,Thyroid hormones production and peripheral downstream signaling effects,NA,1,NA,NA,NA
WP477,Cytoplasmic ribosomal proteins,NA,1,NA,NA,NA
WP4912,SARS coronavirus and innate immunity,NA,1,NA,NA,NA
WP5027,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,NA,1,NA,NA,NA
WP5039,SARS-CoV-2 innate immunity evasion and cell-specific immune response,NA,1,NA,NA,NA
WP5047,RHOBTB GTPase Cycle,NA,1,NA,NA,NA
WP5088,Prostaglandin signaling,NA,1,NA,NA,NA
WP5090,Complement system in neuronal development and plasticity,NA,1,NA,NA,NA
WP5180,DYRK1A,NA,1,NA,NA,NA
WP5287,17q12 copy number variation syndrome,NA,1,NA,NA,NA
WP558,Complement and coagulation cascades,NA,1,NA,NA,NA
WP673,ErbB signaling pathway,NA,1,NA,NA,NA
Carboxylic acids and derivatives,,NA,0.024240829,NA,NA,NA
Fatty Acyls,,0.002600383,NA,NA,NA,NA
Glycerolipids,,0.980774295,0.823846397,NA,NA,NA
Glycerophospholipids,,0.980774295,0.823846397,NA,NA,NA
Hydroxy acids and derivatives,,0.022255585,NA,NA,NA,NA
Imidazopyrimidines,,0.035572083,NA,NA,NA,NA
Keto acids and derivatives,,0.022255585,NA,NA,NA,NA
Organonitrogen compounds,,0.070662904,NA,NA,NA,NA
GO:0000028,ribosomal small subunit assembly,0.25341177,NA,NA,NA,NA
GO:0000038,very long-chain fatty acid metabolic process,NA,NA,0.482431655,NA,NA
GO:0000050,urea cycle,NA,NA,0.455549482,0.065423786,0.065423786
GO:0000075,cell cycle checkpoint signaling,NA,NA,0.74074101,NA,NA
GO:0000077,DNA damage checkpoint signaling,NA,NA,0.646065778,NA,NA
GO:0000082,G1/S transition of mitotic cell cycle,NA,NA,0.794140747,NA,NA
GO:0000209,protein polyubiquitination,0.47679206,NA,0.78892988,NA,NA
GO:0000245,spliceosomal complex assembly,0.326211321,NA,0.602052609,NA,NA
GO:0000271,polysaccharide biosynthetic process,0.304048927,NA,0.540682238,NA,NA
GO:0000280,nuclear division,0.633976384,NA,0.911256811,NA,NA
GO:0000302,response to reactive oxygen species,0.258785394,NA,NA,NA,NA
GO:0000303,response to superoxide,0.25341177,NA,NA,NA,NA
GO:0000305,response to oxygen radical,0.25341177,NA,NA,NA,NA
GO:0000338,protein deneddylation,NA,NA,0.455549482,NA,NA
GO:0000375,"RNA splicing, via transesterification reactions",0.54367269,NA,0.855231465,NA,NA
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",0.541603805,NA,0.854257677,NA,NA
GO:0000398,"mRNA splicing, via spliceosome",0.541603805,NA,0.854257677,NA,NA
GO:0000422,autophagy of mitochondrion,0.325164749,NA,NA,NA,NA
GO:0000423,mitophagy,0.257685349,NA,NA,NA,NA
GO:0001101,response to acid chemical,NA,NA,NA,0.093363772,0.093363772
GO:0001503,ossification,0.25341177,NA,NA,NA,NA
GO:0001504,neurotransmitter uptake,NA,NA,0.486973123,NA,NA
GO:0001505,regulation of neurotransmitter levels,NA,NA,0.766338143,NA,NA
GO:0001508,action potential,NA,NA,0.486278811,NA,NA
GO:0001539,cilium or flagellum-dependent cell motility,0.393879882,NA,NA,NA,NA
GO:0001541,ovarian follicle development,0.219282985,NA,NA,NA,NA
GO:0001547,antral ovarian follicle growth,0.25341177,NA,NA,NA,NA
GO:0001558,regulation of cell growth,0.601440482,NA,0.902510058,0.143629681,0.143629681
GO:0001562,response to protozoan,0.25341177,NA,NA,NA,NA
GO:0001570,vasculogenesis,NA,NA,0.573929573,NA,NA
GO:0001649,osteoblast differentiation,0.276219964,NA,NA,NA,NA
GO:0001654,eye development,0.579329232,NA,0.558437781,NA,NA
GO:0001655,urogenital system development,NA,NA,NA,0.130288541,0.130288541
GO:0001656,metanephros development,NA,NA,0.599398359,NA,NA
GO:0001657,ureteric bud development,NA,NA,0.605416872,NA,NA
GO:0001659,temperature homeostasis,NA,NA,0.506724572,NA,NA
GO:0001660,fever generation,NA,NA,0.455549482,NA,NA
GO:0001666,response to hypoxia,0.519053688,NA,0.832947966,0.12313726,0.12313726
GO:0001667,ameboidal-type cell migration,0.639437666,NA,NA,NA,NA
GO:0001676,long-chain fatty acid metabolic process,NA,NA,0.455549482,NA,NA
GO:0001701,in utero embryonic development,0.582559872,NA,NA,NA,NA
GO:0001754,eye photoreceptor cell differentiation,NA,NA,0.490393057,NA,NA
GO:0001763,morphogenesis of a branching structure,0.437141175,NA,NA,NA,NA
GO:0001771,immunological synapse formation,NA,NA,0.455549482,NA,NA
GO:0001773,myeloid dendritic cell activation,0.25341177,NA,0.455549482,NA,NA
GO:0001776,leukocyte homeostasis,0.333125029,NA,NA,NA,NA
GO:0001782,B cell homeostasis,0.25341177,NA,NA,NA,NA
GO:0001818,negative regulation of cytokine production,0.25341177,NA,0.710847134,NA,NA
GO:0001819,positive regulation of cytokine production,0.407826807,NA,0.508768371,NA,NA
GO:0001820,serotonin secretion,NA,NA,0.455549482,NA,NA
GO:0001822,kidney development,NA,NA,0.491596454,0.12313726,0.12313726
GO:0001823,mesonephros development,NA,NA,0.611969172,NA,NA
GO:0001836,release of cytochrome c from mitochondria,0.276219964,NA,NA,NA,NA
GO:0001845,phagolysosome assembly,NA,NA,0.455549482,NA,NA
GO:0001889,liver development,NA,NA,0.67338123,0.093363772,0.093363772
GO:0001890,placenta development,0.386112488,NA,NA,NA,NA
GO:0001892,embryonic placenta development,0.320326145,NA,NA,NA,NA
GO:0001894,tissue homeostasis,0.299616364,NA,0.802084718,0.065423786,0.065423786
GO:0001895,retina homeostasis,NA,NA,0.566433678,NA,NA
GO:0001906,cell killing,0.25341177,NA,0.751691245,NA,NA
GO:0001909,leukocyte mediated cytotoxicity,0.18427455,NA,0.670352128,NA,NA
GO:0001910,regulation of leukocyte mediated cytotoxicity,NA,NA,0.604538025,NA,NA
GO:0001911,negative regulation of leukocyte mediated cytotoxicity,NA,NA,0.466177009,NA,NA
GO:0001933,negative regulation of protein phosphorylation,0.545624567,NA,0.861133262,NA,NA
GO:0001935,endothelial cell proliferation,0.257685349,NA,0.756512953,NA,NA
GO:0001936,regulation of endothelial cell proliferation,0.417118387,NA,0.738924595,NA,NA
GO:0001938,positive regulation of endothelial cell proliferation,0.346149523,NA,0.63591481,NA,NA
GO:0001941,postsynaptic membrane organization,NA,NA,0.486278811,NA,NA
GO:0001942,hair follicle development,0.324959116,NA,NA,NA,NA
GO:0001945,lymph vessel development,0.25341177,NA,NA,NA,NA
GO:0001952,regulation of cell-matrix adhesion,NA,NA,0.647147843,NA,NA
GO:0001954,positive regulation of cell-matrix adhesion,NA,NA,0.508768371,NA,NA
GO:0001958,endochondral ossification,0.25341177,NA,NA,NA,NA
GO:0001959,regulation of cytokine-mediated signaling pathway,0.402953612,NA,0.709641345,NA,NA
GO:0001960,negative regulation of cytokine-mediated signaling pathway,0.322688878,NA,NA,NA,NA
GO:0001963,"synaptic transmission, dopaminergic",NA,NA,0.466177009,NA,NA
GO:0001990,regulation of systemic arterial blood pressure by hormone,0.257727334,NA,NA,NA,NA
GO:0001991,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,0.25341177,NA,NA,NA,NA
GO:0002002,regulation of angiotensin levels in blood,0.25341177,NA,NA,NA,NA
GO:0002011,morphogenesis of an epithelial sheet,0.286086097,NA,NA,NA,NA
GO:0002021,response to dietary excess,NA,NA,0.482431655,NA,NA
GO:0002024,diet induced thermogenesis,NA,NA,0.455549482,NA,NA
GO:0002040,sprouting angiogenesis,NA,NA,0.74074101,NA,NA
GO:0002062,chondrocyte differentiation,0.346149523,NA,NA,NA,NA
GO:0002063,chondrocyte development,0.25341177,NA,NA,NA,NA
GO:0002087,regulation of respiratory gaseous exchange by nervous system process,NA,NA,0.455549482,NA,NA
GO:0002200,somatic diversification of immune receptors,0.314238787,NA,NA,NA,NA
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.275087576,NA,NA,NA,NA
GO:0002208,somatic diversification of immunoglobulins involved in immune response,0.275087576,NA,NA,NA,NA
GO:0002218,activation of innate immune response,NA,NA,0.466177009,NA,NA
GO:0002220,innate immune response activating cell surface receptor signaling pathway,NA,NA,0.562182365,NA,NA
GO:0002221,pattern recognition receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0002227,innate immune response in mucosa,0.25341177,NA,NA,NA,NA
GO:0002228,natural killer cell mediated immunity,0.25341177,NA,0.565513378,NA,NA
GO:0002237,response to molecule of bacterial origin,0.044560552,NA,0.455549482,0.130288541,0.130288541
GO:0002244,hematopoietic progenitor cell differentiation,0.18427455,NA,NA,NA,NA
GO:0002251,organ or tissue specific immune response,0.261637551,NA,NA,NA,NA
GO:0002253,activation of immune response,NA,NA,0.647367397,0.139397229,0.139397229
GO:0002260,lymphocyte homeostasis,0.303701228,NA,NA,NA,NA
GO:0002262,myeloid cell homeostasis,0.405384724,NA,NA,NA,NA
GO:0002263,cell activation involved in immune response,0.519708226,NA,0.643519178,0.12313726,0.12313726
GO:0002274,myeloid leukocyte activation,0.25341177,NA,0.455549482,NA,NA
GO:0002275,myeloid cell activation involved in immune response,NA,NA,0.605416872,NA,NA
GO:0002281,macrophage activation involved in immune response,NA,NA,0.455549482,NA,NA
GO:0002285,lymphocyte activation involved in immune response,0.441264329,NA,0.533769329,0.107162556,0.107162556
GO:0002286,T cell activation involved in immune response,0.34661958,NA,0.643009456,0.091621436,0.091621436
GO:0002287,alpha-beta T cell activation involved in immune response,0.304048927,NA,NA,NA,NA
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,NA,NA,0.455549482,NA,NA
GO:0002292,T cell differentiation involved in immune response,0.313284812,NA,NA,NA,NA
GO:0002293,alpha-beta T cell differentiation involved in immune response,0.304048927,NA,NA,NA,NA
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",0.304048927,NA,NA,NA,NA
GO:0002295,T-helper cell lineage commitment,0.25341177,NA,NA,NA,NA
GO:0002312,B cell activation involved in immune response,0.321519308,NA,0.592330363,NA,NA
GO:0002313,mature B cell differentiation involved in immune response,NA,NA,0.476908104,NA,NA
GO:0002320,lymphoid progenitor cell differentiation,0.121703801,NA,NA,NA,NA
GO:0002323,natural killer cell activation involved in immune response,NA,NA,NA,0.071180797,0.071180797
GO:0002328,pro-B cell differentiation,0.25341177,NA,NA,NA,NA
GO:0002335,mature B cell differentiation,NA,NA,0.486697273,NA,NA
GO:0002347,response to tumor cell,NA,NA,0.486973123,NA,NA
GO:0002360,T cell lineage commitment,0.25341177,NA,NA,NA,NA
GO:0002363,alpha-beta T cell lineage commitment,0.25341177,NA,NA,NA,NA
GO:0002366,leukocyte activation involved in immune response,0.517578029,NA,0.639690252,0.12313726,0.12313726
GO:0002367,cytokine production involved in immune response,0.34661958,NA,NA,NA,NA
GO:0002377,immunoglobulin production,0.452495359,NA,NA,NA,NA
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,0.304048927,NA,NA,NA,NA
GO:0002385,mucosal immune response,0.257727334,NA,NA,NA,NA
GO:0002418,immune response to tumor cell,NA,NA,0.466988656,NA,NA
GO:0002420,natural killer cell mediated cytotoxicity directed against tumor cell target,NA,NA,0.455549482,NA,NA
GO:0002423,natural killer cell mediated immune response to tumor cell,NA,NA,0.455549482,NA,NA
GO:0002429,immune response-activating cell surface receptor signaling pathway,NA,NA,0.839849337,0.12313726,0.12313726
GO:0002437,inflammatory response to antigenic stimulus,0.25341177,NA,0.455549482,NA,NA
GO:0002438,acute inflammatory response to antigenic stimulus,0.25341177,NA,0.466177009,NA,NA
GO:0002440,production of molecular mediator of immune response,0.325164749,NA,NA,NA,NA
GO:0002443,leukocyte mediated immunity,0.1976676,NA,0.893914455,NA,NA
GO:0002444,myeloid leukocyte mediated immunity,0.25341177,NA,NA,NA,NA
GO:0002446,neutrophil mediated immunity,0.257685349,NA,NA,NA,NA
